,Open,High,Low,Close,Adj Close,Volume,Dividend
2020-09-18,183.57,185.01,181.48,183.2,183.2,49216679.0,0.0
2020-09-25,179.84,180.29,173.77,174.94,174.94,62086451.0,0.0
2020-10-02,175.83,179.5,175.09,178.54,178.54,42134930.0,0.0
2020-10-09,179.02,181.17,176.43,181.08,181.08,44523885.0,0.0
2020-10-16,180.57,180.83,177.1,178.3,178.3,36411637.0,0.0
2020-10-23,179.41,181.31,177.72,178.64,178.64,35053412.0,0.0
2020-10-30,178.75,179.43,174.83,176.2,176.2,38445099.0,0.0
2020-11-06,177.4499,183.53,177.1301,183.19,183.19,51673864.0,0.0
2020-11-13,176.42,177.8,173.64,177.16,177.16,64190809.0,0.0
2020-11-20,177.23,177.91,174.17,175.69,175.69,37318269.0,0.0
2020-11-27,175.1,175.24,166.78,167.79,167.79,55189498.0,0.0
2020-12-04,166.68,173.32,166.03,172.32,172.32,56422716.0,0.0
2020-12-11,172.56,175.93,171.24,172.49,172.49,40295582.0,0.0
2020-12-18,171.91,177.87,170.91,176.44,176.44,38933463.0,0.0
2020-12-24,176.29,176.94,174.34,176.35,176.35,27854537.0,0.0
2020-12-31,177.26,178.4,175.57,178.36,178.36,27189150.0,0.0
2021-01-08,181.97,183.21,171.48,173.34,173.34,77013793.0,0.0
2021-01-15,172.14,174.46,170.975,171.13,171.13,62084203.0,0.0
2021-01-22,172.71,175.51,171.92,173.9,173.9,31461494.0,0.0
2021-01-29,174.8199,175.1633,171.66,172.61,172.61,40304045.0,0.0
2021-02-05,175.02,175.26,167.34,169.81,169.81,41175491.0,0.0
2021-02-12,171.9799,173.22,169.88,170.69,170.69,29986612.0,0.0
2021-02-19,168.14,170.065,165.73,167.01,167.01,41785534.0,0.0
2021-02-26,168.54,169.89,160.95,161.81,161.81,66429484.0,0.0
2021-03-05,163.03,163.35,158.43,159.14,159.14,64251107.0,0.0
2021-03-12,158.58,161.98,157.1297,161.49,161.49,45837135.0,0.0
2021-03-19,162.305,164.15,161.11,163.24,163.24,43884900.0,0.0
2021-03-26,162.27,163.5799,161.32,162.24,162.24,32024427.0,0.0
2021-04-01,161.46,162.11,157.55,161.98,161.98,34491561.0,0.0
2021-04-09,161.52,164.77,161.36,163.27,163.27,31593401.0,0.0
2021-04-16,162.73,166.811,161.81,166.35,166.35,36513116.0,0.0
2021-04-23,165.91,168.39,165.62,166.4,166.4,35421508.0,0.0
2021-04-30,166.63,167.15,164.47,165.66,165.66,32398667.0,0.0
2021-05-07,167.61,172.5501,165.5,171.59,171.59,53554819.0,0.0
2021-05-14,172.74,172.84,170.225,172.69,172.69,47056102.0,0.0
2021-05-21,173.3,177.0,173.28,176.04,176.04,57471936.0,0.0
2021-05-28,176.15,178.61,175.87,178.38,178.38,41000942.0,0.0
2021-06-04,178.76,178.85,174.66,177.16,177.16,34285519.0,0.0
2021-06-11,176.96,177.9,175.48,175.74,175.74,37694492.0,0.0
2021-06-18,173.16,175.06,164.87,164.93,164.93,74300209.0,0.0
2021-06-25,166.52,168.03,165.97,166.59,166.59,38446217.0,0.0
2021-07-02,166.68,167.715,164.01,167.29,167.29,37220227.0,0.0
2021-07-09,169.27,169.855,167.54,169.21,169.21,27282632.0,0.0
2021-07-16,168.7,171.3,167.64,169.41,169.41,39166508.0,0.0
2021-07-23,169.51,170.8,167.95,168.56,168.56,28495072.0,0.0
2021-07-30,168.58,171.52,167.72,169.82,169.82,34919937.0,0.0
2021-08-06,169.3,171.4,164.55,164.64,164.64,47422817.0,0.0
2021-08-13,163.01,166.46,160.68,166.39,166.39,38410482.0,0.0
2021-08-20,166.73,167.73,166.16,166.7,166.7,36675335.0,0.0
2021-08-27,168.82,170.19,166.74,170.19,170.19,32706769.0,0.0
2021-09-03,169.66,171.55,168.75,171.06,171.06,27824270.0,0.0
2021-09-10,169.56,169.78,166.7,167.18,167.18,30651383.0,0.0
2021-09-17,167.45,169.16,163.233,163.77,163.77,39172201.0,0.0
2021-09-24,164.29,167.15,162.74,163.3,163.3,39915249.0,0.0
2021-10-01,163.85,164.96,160.97,164.59,164.59,39815910.0,0.0
2021-10-08,163.69,166.42,163.47,164.23,164.23,32663711.0,0.0
2021-10-15,164.04,168.22,163.91,165.33,165.33,34174497.0,0.0
2021-10-22,165.42,169.54,164.81,167.77,167.77,30756419.0,0.0
2021-10-29,168.66,169.25,165.64,166.65,166.65,31895905.0,0.0
2021-11-05,167.38,169.94,164.38,169.84,169.84,33647972.0,0.0
2021-11-12,170.43,174.67,170.06,174.45,174.45,35711911.0,0.0
2021-11-19,174.1,174.605,172.235,172.61,172.61,35861890.0,0.0
2021-11-26,169.9,170.44,166.32,166.85,166.85,36118530.0,0.0
2021-12-03,166.84,169.01,164.63,166.63,166.63,47257750.0,0.0
2021-12-10,166.14,167.08,165.65,166.58,166.58,25367657.0,0.0
2021-12-17,166.9,169.125,163.8,167.8,167.8,50533725.0,0.0
2021-12-23,167.88,169.16,166.74,168.97,168.97,20745528.0,0.0
2021-12-31,168.96,171.04,167.28,170.96,170.96,27536037.0,0.0
2022-01-07,168.86,170.93,166.86,167.75,167.75,43790203.0,0.0
2022-01-14,167.36,170.75,167.31,169.67,169.67,36520443.0,0.0
2022-01-21,169.6401,172.5999,169.09,171.09,171.09,45361131.0,0.0
2022-01-28,171.78,173.1499,166.365,167.1,167.1,76575260.0,0.0
2022-02-04,167.79,169.12,167.03,168.86,168.86,47658870.0,0.0
2022-02-11,169.45,174.2,169.19,173.81,173.81,58036643.0,0.0
2022-02-18,173.78,177.53,172.39,177.12,177.12,70402988.0,0.0
2022-02-25,177.67,182.6,175.27,176.55,176.55,70833090.0,0.0
2022-03-04,178.86,183.98,176.5,183.68,183.68,94963306.0,0.0
2022-03-11,184.45,193.3,183.44,185.09,185.09,135419062.0,0.0
2022-03-18,183.03,183.29,176.87,179.3,179.3,72586277.0,0.0
2022-03-25,179.33,183.51,178.3231,182.38,182.38,51327915.0,0.0
2022-04-01,180.38,181.96,176.69,179.5,179.5,51188731.0,0.0
2022-04-08,180.2439,181.82,178.7,181.47,181.47,47587813.0,0.0
2022-04-14,183.17,184.94,181.11,184.04,184.04,42314692.0,0.0
2022-04-22,185.95,186.1,179.74,180.29,180.29,47140552.0,0.0
2022-04-29,177.17,178.615,175.5,176.91,176.91,44907384.0,0.0
2022-05-06,173.6121,177.61,172.98,175.42,175.42,52436331.0,0.0
2022-05-13,174.27,174.27,168.01,168.79,168.79,55590298.0,0.0
2022-05-20,168.43,172.5197,168.34,172.03,172.03,38391560.0,0.0
2022-05-27,173.13,174.41,171.73,172.85,172.85,27223264.0,0.0
2022-06-03,172.71,174.45,171.08,172.58,172.58,24333019.0,0.0
2022-06-10,172.81,174.94,170.46,174.54,174.54,34324174.0,0.0
2022-06-17,171.18,172.77,168.3,171.27,171.27,45844253.0,0.0
2022-06-24,171.06,172.3,169.85,170.09,170.09,24845483.0,0.0
2022-07-01,170.595,170.7,166.96,168.32,168.32,34014433.0,0.0
2022-07-08,167.18,167.33,161.47,162.3,162.3,35069100.0,0.0
2022-07-15,161.93,162.705,158.22,159.01,159.01,37150779.0,0.0
2022-07-22,160.08,162.13,158.025,160.67,160.67,25980909.0,0.0
2022-07-29,160.64,164.69,159.51,164.1,164.1,25238874.0,0.0
2022-08-05,164.98,167.31,163.475,165.29,165.29,26335350.0,0.0
2022-08-12,166.03,167.98,165.93,167.87,167.87,20337723.0,0.0
2022-08-19,165.99,166.25,162.615,162.72,162.72,26915933.0,0.0
2022-08-26,161.66,163.985,161.36,161.76,161.76,21632346.0,0.0
2022-09-02,161.88,162.62,157.32,159.26,159.26,27466563.0,0.0
2022-09-09,159.17,160.24,158.08,159.82,159.82,16902113.0,0.0
2022-09-16,161.04,161.62,154.34,155.84,155.84,37477416.0,0.0
2022-09-23,154.87,157.25,152.64,153.01,153.01,34902326.0,0.0
2022-09-30,153.22,156.045,151.0301,154.67,154.67,37518505.0,0.0
2022-10-07,155.438,161.08,155.23,157.88,157.88,34425705.0,0.0
2022-10-14,155.94,156.81,152.72,152.98,152.98,27974354.0,0.0
2022-10-21,154.92,155.33,151.27,154.15,154.15,29051745.0,0.0
2022-10-28,153.45,155.73,152.5,153.16,153.16,20858694.0,0.0
2022-11-04,152.16,156.6,150.5703,156.47,156.47,30992524.0,0.0
2022-11-11,156.22,164.58,155.81,164.56,164.56,36328252.0,0.0
2022-11-18,164.2,166.23,162.68,162.79,162.79,28636096.0,0.0
2022-11-25,162.44,163.43,161.28,163.22,163.22,13573862.0,0.0
2022-12-02,162.93,167.95,161.91,167.26,167.26,25361022.0,0.0
2022-12-09,166.55,168.085,164.3201,167.06,167.06,22293776.0,0.0
2022-12-16,166.438,169.79,165.1,166.79,166.79,29640449.0,0.0
2022-12-23,166.71,169.71,165.99,167.26,167.26,24318659.0,0.0
2022-12-30,167.89,170.61,167.1,169.64,169.64,16758500.0,0.0
2023-01-06,171.32,173.96,169.79,173.71,173.71,28149124.0,0.0
2023-01-13,174.51,178.825,173.72,178.76,178.76,27312802.0,0.0
2023-01-20,178.21,180.03,176.9,179.29,179.29,24429003.0,0.0
2023-01-27,178.35,181.22,177.78,179.22,179.22,28708340.0,0.0
2023-02-03,179.286,181.73,173.12,173.46,173.46,40700456.0,0.0
2023-02-10,174.11,175.52,172.63,173.36,173.36,28159219.0,0.0
2023-02-17,172.7,173.51,169.52,171.26,171.26,24159419.0,0.0
2023-02-24,171.2,171.5,168.19,168.35,168.35,19711583.0,0.0
2023-03-03,168.88,172.595,168.55,172.49,172.49,28707936.0,0.0
2023-03-10,172.32,173.88,168.52,173.87,173.87,38082404.0,0.0
2023-03-17,176.66,184.81,176.21,183.77,183.77,80040682.0,0.0
2023-03-24,184.19,186.24,179.9,183.65,183.65,55149956.0,0.0
2023-03-31,181.15,184.4401,180.69,183.22,183.22,32487766.0,0.0
2023-04-06,183.85,188.86,183.32,186.49,186.49,41061251.0,0.0
2023-04-14,185.18,190.41,184.19,186.36,186.36,49773203.0,0.0
2023-04-21,185.89,187.03,183.22,184.25,184.25,39372092.0,0.0
2023-04-28,184.07,186.65,183.38,184.8,184.8,40485755.0,0.0
2023-05-05,186.05,191.36,183.91,187.46,187.46,59341305.0,0.0
2023-05-12,187.82,189.64,186.58,186.81,186.81,37899333.0,0.0
2023-05-19,187.3,187.88,181.335,183.64,183.64,39767736.0,0.0
2023-05-26,183.22,183.84,180.09,180.92,180.92,30655098.0,0.0
2023-06-02,181.72,184.21,180.96,181.05,181.05,29368259.0,0.0
2023-06-09,180.79,183.04,180.15,182.04,182.04,30558185.0,0.0
2023-06-16,181.8,182.618,180.14,181.63,181.63,32327244.0,0.0
2023-06-23,180.06,180.09,177.63,178.2,178.2,27656917.0,0.0
2023-06-30,179.05,179.29,175.79,178.27,178.27,27409122.0,0.0
2023-07-07,178.61,179.65,176.66,178.64,178.64,20071904.0,0.0
2023-07-14,178.37,182.17,178.2601,181.43,181.43,23119985.0,0.0
2023-07-21,180.99,184.23,180.64,182.18,182.18,25125298.0,0.0
2023-07-28,182.22,183.64,180.32,181.86,181.86,26040556.0,0.0
2023-08-04,182.43,183.09,179.28,180.19,180.19,28100090.0,0.0
2023-08-11,180.15,180.15,177.49,177.6,177.6,26541577.0,0.0
2023-08-18,176.86,177.58,174.93,175.33,175.33,37887297.0,0.0
2023-08-25,175.9,178.49,174.96,177.62,177.62,29707311.0,0.0
2023-09-01,177.65,181.12,177.51,180.11,180.11,28677373.0,0.0
2023-09-08,179.33,179.4438,177.7,178.08,178.08,20034970.0,0.0
2023-09-15,178.97,179.105,176.36,178.34,178.34,23814578.0,0.0
2023-09-22,178.82,180.66,177.69,178.62,178.62,29815047.0,0.0
2023-09-29,178.41,178.71,171.265,171.45,171.45,44172033.0,0.0
2023-10-06,170.23,170.46,168.3,169.7,169.7,51119119.0,0.0
2023-10-13,171.18,179.095,171.075,178.83,178.83,47889092.0,0.0
2023-10-20,177.84,185.23,177.535,183.59,183.59,56730314.0,0.0
2023-10-27,183.5099,186.36,181.68,186.15,186.15,47935018.0,0.0
2023-11-03,185.54,186.21,182.67,184.79,184.79,43783634.0,0.0
2023-11-10,184.14,184.23,179.245,179.51,179.51,35906669.0,0.0
2023-11-17,179.4,184.32,179.11,183.67,183.67,30251591.0,0.0
2023-11-24,182.32,186.115,182.225,185.52,185.52,19499110.0,0.0
2023-12-01,186.56,192.395,185.93,192.01,192.01,49915257.0,0.0
2023-12-08,189.599,190.38,184.9,185.64,185.64,44903205.0,0.0
2023-12-15,184.5,189.82,183.1513,187.0,187.0,41643919.0,0.0
2023-12-22,187.5,191.88,187.24,190.27,190.27,29160624.0,0.0
2023-12-29,190.97,193.1823,190.4,191.17,191.17,21013385.0,0.0
2024-01-05,191.44,191.89,188.16,189.35,189.35,26525731.0,0.0
2024-01-12,187.21,191.08,186.56,189.71,189.71,28821727.0,0.0
2024-01-19,189.15,189.26,185.45,187.93,187.93,25596120.0,0.0
2024-01-26,187.23,188.37,186.32,187.01,187.01,25089403.0,0.0
2024-02-02,188.31,191.36,187.1899,188.61,188.61,36107979.0,0.0
2024-02-09,186.875,189.39,186.7,187.6,187.6,24865162.0,0.0
2024-02-16,186.6,187.27,183.78,186.34,186.34,34010994.0,0.0
2024-02-23,187.96,189.18,187.05,188.62,188.62,22699197.0,0.0
2024-03-01,187.79,193.4,187.53,192.89,192.89,32741080.0,0.0
2024-03-08,194.15,203.3,193.88,201.63,201.63,54291690.0,0.0
2024-03-15,201.71,202.41,199.16,199.71,199.71,33526549.0,0.0
2024-03-22,199.66,203.92,198.935,200.35,200.35,35773152.0,0.0
2024-03-28,201.19,206.05,200.965,205.72,205.72,25022880.0,0.0
2024-04-05,208.68,215.74,206.29,215.14,215.14,62776202.0,0.0
2024-04-12,215.98,225.09,214.61,216.89,216.89,78910174.0,0.0
2024-04-19,217.94,222.36,215.16,221.03,221.03,50691981.0,0.0
2024-04-26,216.35,217.0676,213.87,216.62,216.62,42750673.0,0.0
2024-05-03,216.02,217.215,210.71,212.96,212.96,42999242.0,0.0
2024-05-10,215.14,219.6,213.5,218.71,218.71,33397334.0,0.0
2024-05-17,217.06,223.8501,215.8,223.66,223.66,33640326.0,0.0
2024-05-24,223.79,225.66,215.66,215.92,215.92,32646880.0,0.0
2024-05-31,218.43,218.59,214.65,215.3,215.3,16683122.0,0.0
2024-06-07,215.92,219.97,211.54,211.6,211.6,34640180.0,0.0
2024-06-14,213.13,216.55,212.26,215.73,215.73,27073204.0,0.0
2024-06-21,214.9,218.7413,213.6,214.78,214.78,25025001.0,0.0
2024-06-28,215.55,215.94,212.1204,215.01,215.01,22097882.0,0.0
2024-07-05,215.25,221.28,214.485,220.93,220.93,19725456.0,0.0
2024-07-12,219.64,224.1489,217.265,223.11,223.11,29754769.0,0.0
2024-07-19,223.39,229.65,221.41,221.73,221.73,39561928.0,0.0
2024-07-26,221.58,224.88,217.52,220.63,220.63,32714381.0,0.0
2024-08-02,221.26,228.76,219.045,225.34,225.34,35247751.0,0.0
2024-08-09,220.56,225.28,220.11,224.56,224.56,39357166.0,0.0
2024-08-16,226.14,232.02,225.12,231.99,231.99,34961838.0,0.0
2024-08-23,230.15,234.01,228.26,232.02,232.02,30759356.0,0.0
2024-08-30,233.45,233.61,230.5501,231.29,231.29,23815596.0,0.0
2024-09-06,230.38,232.89,228.52,230.63,230.63,22200548.0,0.0
2024-09-13,231.26,238.98,230.39,238.68,238.68,29964531.0,0.0
2024-09-20,238.73,242.625,235.3,242.21,242.21,34897416.0,0.0
2024-09-27,242.97,247.37,242.585,245.02,245.02,36576658.0,0.0
2024-10-04,243.97,246.98,242.5,245.0,245.0,35949760.0,0.0
2024-10-11,244.58,245.92,240.63,245.47,245.47,26221555.0,0.0
2024-10-18,245.16,251.37,244.26,251.27,251.27,28005446.0,0.0
2024-10-25,252.74,253.94,250.2,253.32,253.32,33482532.0,0.0
2024-11-01,253.01,257.71,252.2,252.47,252.47,35694615.0,0.0
2024-11-08,253.32,253.9893,244.9506,247.96,247.96,40300897.0,0.0
2024-11-15,242.73,242.73,236.1326,236.59,236.59,45792960.0,0.0
2024-11-22,240.46,250.39,240.45,249.84,249.84,34872218.0,0.0
2024-11-29,244.27,245.81,241.48,245.59,245.59,25310262.0,0.0
2024-12-06,244.46,245.34,242.15,242.95,242.95,21278308.0,0.0
2024-12-13,246.28,251.26,244.27,244.29,244.29,37139451.0,0.0
2024-12-20,245.41,245.54,238.73,242.1,242.1,33388596.0,0.0
2024-12-27,241.6,243.56,240.65,241.4,241.4,17636724.0,0.0
2025-01-03,241.08,245.53,239.58,243.49,243.49,17162086.0,0.0
2025-01-10,242.33,249.04,242.05,248.21,248.21,27532701.0,0.0
2025-01-17,246.34,251.39,245.151,249.27,249.27,37257261.0,0.0
2025-01-24,251.95,257.07,251.83,255.65,255.65,26734759.0,0.0
2025-01-31,253.86,259.99,251.92,258.56,258.56,38750278.0,0.0
2025-02-07,259.75,266.345,259.5236,263.9,263.9,51938107.0,0.0
2025-02-14,268.0,270.39,265.45,266.29,266.29,49642628.0,0.0
2025-02-21,269.68,271.84,269.24,270.74,270.74,33802732.0,0.0
2025-02-28,271.45,272.32,261.25,263.27,263.27,43609287.0,0.0
2025-03-07,265.07,270.34,265.07,268.39,268.39,39765027.0,0.0
2025-03-14,267.62,276.3,265.64,275.24,275.24,50114114.0,0.0
2025-03-21,275.54,281.479,275.39,278.49,278.49,42224731.0,0.0
2025-03-28,278.91,284.64,276.86,284.06,284.06,34742126.0,0.0
2025-04-04,287.53,289.13,278.02,279.72,279.72,82964983.0,0.0
2025-04-11,278.855,299.275,272.58,297.93,297.93,98706635.0,0.0
2025-04-17,295.54,308.0599,294.53,306.12,306.12,59417628.0,0.0
2025-04-25,315.015,317.63,300.59,304.73,304.73,102572571.0,0.0
2025-05-02,304.15,309.11,295.32,297.98,297.98,48206912.0,0.0
2025-05-09,305.92,315.62,303.05,306.84,306.84,47119969.0,0.0
2025-05-16,298.33,300.3,291.78,294.24,294.24,67080854.0,0.0
2025-05-23,297.845,310.25,296.482,309.75,309.75,59965397.0,0.0
2025-05-30,303.81,306.89,301.5,303.6,303.6,37437491.0,0.0
2025-06-06,309.21,312.2,305.1,305.18,305.18,49014362.0,0.0
2025-06-13,305.39,317.6,305.06,316.29,316.29,51603860.0,0.0
2025-06-20,314.8,314.87,309.25,310.13,310.13,39248051.0,0.0
2025-06-27,310.34,312.67,299.89,301.22,301.22,51545073.0,0.0
2025-07-03,302.385,309.395,301.95,307.14,307.14,31119948.0,0.0
2025-07-11,305.07,310.28,302.77,309.14,309.14,46083126.0,0.0
2025-07-18,309.07,311.09,305.12,308.39,308.39,43831526.0,0.0
2025-07-25,311.88,316.24,306.2,307.4,307.4,52310274.0,0.0
2025-08-01,306.44,309.55,300.955,309.11,309.11,50300469.0,0.0
2025-08-08,310.8,313.53,309.84,313.05,313.05,52833142.0,0.0
2025-08-15,308.62,310.39,306.52,307.43,307.43,36554851.0,0.0
2025-08-22,307.79,311.025,305.19,310.58,310.58,31030957.0,0.0
2025-08-29,309.67,318.09,309.67,318.07,318.07,45315803.0,0.0
2025-09-05,320.82,331.44,320.24,331.05,331.05,64796980.0,0.0
2025-09-12,333.66,338.31,326.19,335.42,335.42,70907286.0,0.0
2025-09-19,336.31,341.24,333.81,339.18,339.18,69162549.0,0.0
2025-09-26,342.75,348.75,341.84,346.74,346.74,67817264.0,0.0
2025-10-03,351.79,358.67,350.865,357.64,357.64,75231596.0,0.0
2025-10-10,362.16,373.57,361.37,369.12,369.12,119850303.0,0.0
2025-10-17,376.5,397.28,375.5797,388.99,388.99,153168786.0,0.0
2025-10-24,397.45,403.3,368.93,377.52,377.52,146107862.0,0.0
2025-10-29,371.13,371.59,360.12,363.0,363.0,61807044.0,0.0
